"number","title","pageid","namespace","length","touched"
"493","Available_expression","12274025","","1458","20180205191233"
"494","Separation_of_protection_and_security","12310990","","4522","20180316233447"
"495","Protected_procedure","12330336","","1772","20180228150041"
"496","GLOH","12341751","","998","20171226145618"
"497","Fxgrep","12348533","","1150","20180228150059"
"498","Kernel_debugger","12576291","","3492","20180217152318"
"499","AsciiMath","12578002","","3422","20180312112343"
"500","CHREST","12632281","","3059","20180112165148"
"501","Sloan_Research_Fellowship","12637991","","6748","20180319221818"
"502","ACM_Multimedia","12643594","","11960","20180318011615"
"503","Hardware_compatibility_list","12662643","","842","20180112182518"
"504","Hennessy–Milner_logic","12809481","","4105","20180217152338"
"505","EPAM","12838512","","1693","20180227173544"
"506","International_Conference_on_Bioinformatics","12848292","","5599","20180320012958"
"507","Multiven","12866752","","10929","20180323155116"
"508","Australian_Partnership_for_Advanced_Computing","12885090","","1473","20180228150759"
"509","IEEE_Transactions_on_Computers","12953121","","1678","20180318011615"
"510","IEEE_Computer_Society","12953246","","12768","20180316141907"
"511","IEEE_Richard_W._Hamming_Medal","12953265","","4134","20180319221818"
"512","IEEE_John_von_Neumann_Medal","12953311","","2490","20180319221818"
"513","IEEE_Transactions_on_Control_Systems_and_Technology","12953353","","1739","20180318011615"
"514","Central_Computer_and_Telecommunications_Agency","12986427","","9589","20180314002938"
"515","Zero_address_arithmetic","13055219","","955","20180113034247"
"516","Captology","13213116","","2012","20180228151249"
"517","RDF/XML","13246688","","1987","20180317195709"
"518","LU_reduction","13305267","","1868","20180228151351"
"519","Pattern_Oriented_Rule_Implementation","13339949","","952","20180228151417"
"520","Resource_contention","13440885","","2564","20180228151525"
"521","Computer_Russification","13477931","","2906","20180228151545"
"522","Digital_Preservation_Award","13478498","","6956","20180217152445"
"523","J._H._Wilkinson_Prize_for_Numerical_Software","13532851","","4709","20180228151620"
"524","SQL_window_function","13568911","","3088","20180303192559"
"525","Conference_on_Human_Factors_in_Computing_Systems","13683619","","8183","20180312124314"
"526","Elastic_matching","13750669","","813","20180228151832"
"527","CPM-GOMS","13871782","","2691","20180228151954"
"528","Lazy_deletion","13999239","","1361","20180217152522"
"529","Computer_Science_Tripos","14051342","","967","20180113115538"
"530","Odlyzko–Schönhage_algorithm","14099326","","2555","20180217152529"
"531","HABU_equivalent","14107662","","1250","20180307223920"
"532","Sequence_step_algorithm","14206817","","1557","20180228152344"
"533","Cluster_state","14241236","","4207","20180322181035"
"534","Trace_table","14264378","","2394","20180204202245"
"535","Semantic_analysis_(machine_learning)","14271782","","857","20180228152422"
"536","Agent_systems_reference_model","14273658","","4223","20180306080829"
"537","Context_tree_weighting","14313430","","1463","20180223165119"
"538","Synaptic_weight","14405160","","3796","20180217152553"
"539","Canopy_clustering_algorithm","14526742","","2692","20180112224232"
"540","Block_Lanczos_algorithm","14572979","","2220","20180217152605"
"541","Lamport's_distributed_mutual_exclusion_algorithm","14581969","","2079","20180130163941"
"542","Viola–Jones_object_detection_framework","14669989","","14595","20180319075828"
"543","Tagged_architecture","14695473","","3362","20180217152614"
"544","Floyd's_triangle","14705292","","2405","20180217152615"
"545","Software_incompatibility","14743352","","6775","20180228152947"
"546","Computational_humor","14760591","","11979","20180314002946"
"547","International_Conference_on_Remote_Engineering_and_Virtual_Instrumentation","14777608","","2376","20180321135240"
"548","International_Conference_on_Interactive_Computer_Aided_Learning","14778585","","1130","20180312124408"
"549","Expectation_propagation","14923880","","1077","20180217152636"
"550","International_Conference_on_Language_Resources_and_Evaluation","14947222","","3068","20180312124417"
"551","Harry_H._Goode_Memorial_Award","15254255","","1824","20170425011520"
"552","USENIX_Conference_on_File_and_Storage_Technologies","15327956","","87","20170725043610"
"553","Transaction_data","15348791","","1351","20180228153710"
"554","Probabilistic_analysis_of_algorithms","15383889","","1514","20180228153730"
"555","Alewife_(multiprocessor)","15484221","","2836","20180217152720"
"556","Recursive_XY-cut","15496497","","787","20180228153841"
"557","VIBOT","15537424","","11505","20180217152723"
"558","Best_bin_first","15585323","","1377","20180217152726"
"559","Fuzzy_transportation","15639656","","1530","20180228154021"
"560","Certified_Forensic_Computer_Examiner","15702854","","4292","20180312112350"
"561","Time-utility_function","15735043","","1678","20180228154123"
"562","Object_detection","15822591","","2251","20180301214342"
"563","Code_mobility","15851275","","5760","20180228154255"
"564","Symbolic_trajectory_evaluation","15909871","","845","20180114080506"
"565","Brace_matching","16194435","","3019","20180228154725"
"566","Coalescing_(computer_science)","16296155","","1094","20180228154815"
"567","Computational_creativity","16300571","","61153","20180314002955"
"568","Bentley–Ottmann_algorithm","16329810","","23334","20180324130007"
"569","CHI_Academy","16602977","","3507","20180322092534"
"570","String_generation","16637050","","2062","20180228155108"
"571","Arithmetic_IF","16902101","","1369","20180114154102"
"572","Software_studies","17017917","","9715","20180228155519"
"573","Computational_criminology","17104799","","8816","20180303192631"
"574","Computational_particle_physics","17156914","","8793","20180228155642"
"575","MindModeling@Home","17174845","","1805","20180312124617"
"576","CUBIT","17241232","","2056","20180312112352"
"577","Qualification_principle","17246195","","2231","20180217152913"
"578","Filter_object","17326399","","634","20180217090801"
"579","Schema_evolution","17364021","","4890","20180217152921"
"580","Partial_word","17374931","","1088","20180114184345"
"581","PreScheme","17481163","","2720","20180217152930"
"582","MobileHCI","17511951","","8727","20180312124634"
"583","John_von_Neumann_Computer_Society","17519063","","1305","20180314133557"
"584","Bareiss_algorithm","17919686","","2284","20180217153000"
"585","Multiple_asynchronous_periodic_polling","17927149","","994","20180228160416"
"586","Knowledge_Acquisition_and_Documentation_Structuring","18039001","","1970","20180321174645"
"587","Qualified_Security_Assessor","18060754","","1546","20180228160552"
"588","Epitome_(data_processing)","18095448","","1289","20180228160623"
"589","International_Conference_on_Availability,_Reliability_and_Security","18127613","","5134","20160910143033"
"590","Service-oriented_distributed_applications","18182357","","670","20180217172650"
"591","Education_informatics","18239398","","1107","20180311234449"
"592","Uniform_consensus","18297485","","907","20180217153023"
"593","LaserLock","18299705","","593","20180217153024"
"594","Computational_geophysics","18539917","","2632","20180217153053"
"595","Technical_assistance_center","18549332","","670","20180115023704"
"596","Apple_Worm","18569641","","3571","20180228161326"
"597","Morphological_gradient","18585770","","2263","20180213204024"
"598","Symposium_on_Applied_Computing","18586502","","1013","20140521203940"
"599","Research_Institute_for_Symbolic_Computation","18819901","","614","20180115053422"
"600","Symposium_on_Principles_of_Database_Systems","18909287","","826","20180115062709"
"601","SIGMOD_Edgar_F._Codd_Innovations_Award","18927887","","2151","20180217153139"
"602","ACCU_(organisation)","18949316","","5704","20180228161725"
"603","Uncertain_data","19058043","","4402","20180217153211"
"604","Machtey_Award","19168805","","8188","20180314003012"
"605","Coset_leader","19199143","","1335","20180217153224"
"606","Straight-line_grammar","19282986","","2775","20180321045528"
"607","Flag_day_(computing)","19427518","","1791","20180217153244"
"608","Matrix_clock","19505063","","1036","20180217153251"
"609","JBOB","19515334","","2100","20180107223321"
"610","Marr_Prize","19521901","","8687","20180312214550"
"611","Toy_program","19550534","","740","20180107224726"
"612","Vertex_enumeration_problem","19558316","","3264","20180217153255"
"613","LogP_machine","19664404","","2397","20180217153302"
"614","Gabbay's_separation_theorem","19835615","","1446","20180217153315"
"615","CADE_ATP_System_Competition","19906973","","1339","20180217153324"
"616","Mobile_automaton","19923625","","697","20180217153326"
"617","Analog_image_processing","19937037","","751","20180108010859"
"618","List_of_C++_template_libraries","19944154","","2739","20180105211505"
"619","Ranking_(information_retrieval)","19988623","","2215","20171228083358"
"620","Exclusive_relationship_(programming)","20002965","","1284","20180213202841"
"621","SPARQL_Syntax_Expressions","20184119","","769","20180213202844"
"622","Ontology_Definition_MetaModel","20237887","","1759","20180306020447"
"623","Divergence_(computer_science)","20271419","","3357","20180227173502"
"624","Engineering_informatics","20389237","","13335","20180320194430"
"625","Event_(synchronization_primitive)","20472593","","2492","20180115182902"
"626","Computational_lithography","20606961","","13377","20180217153418"
"627","Bachelor_of_Computer_Application","20610484","","3610","20180226054331"
"628","Enlaces","20670767","","8494","20180217153424"
"629","Real_RAM","20748371","","5136","20180217153430"
"630","Cristina_Lopes","20779471","","1588","20180312124923"
"631","Principle_of_deferred_decision","20818154","","1227","20180322102402"
"632","ECSE_(Academic_Degree)","20846765","","1342","20180217153438"
"633","Design_By_Numbers","20877791","","1667","20180312124927"
"634","Dahl–Nygaard_Prize","20981570","","2496","20180312112400"
"635","Bachelor_in_Information_Management","21002817","","8539","20180217153453"
"636","Conference_on_Innovative_Data_Systems_Research","21047573","","1244","20180312124939"
"637","Symposium_on_Parallelism_in_Algorithms_and_Architectures","21235214","","2328","20180312124948"
"638","History_of_compiler_construction","21310186","","43068","20180314003021"
"639","Computing_Community_Consortium","21320004","","9875","20180314003021"
"640","Electronic_quantum_holography","21353391","","518","20180303192714"
"641","Danny_Lewin_Best_Student_Paper_Award","21465822","","115","20171125081801"
"642","Leiden_Classical","21471659","","1901","20180122222227"
"643","International_Conference_on_Very_Large_Data_Bases","21479971","","86","20180313235238"
"644","ACM_SIGMOD_Conference","21480016","","88","20171107063743"
"645","Table_data_gateway","21489968","","750","20180217153539"
"646","Row_data_gateway","21490042","","529","20180217153539"
"647","Symposium_on_Principles_and_Practice_of_Parallel_Programming","21525096","","2154","20180312125004"
"648","Federated_Computing_Research_Conference","21541522","","5107","20180122222728"
"649","Principal_(computer_security)","21557464","","1348","20180213204046"
"650","Bruce_Maggs","21585321","","1299","20180116053932"
"651","Block_contention","21675914","","1543","20180217153600"
"652","Aanderaa–Karp–Rosenberg_conjecture","21681084","","25145","20180217153600"
"653","Fast_path","21772235","","2059","20180116080417"
"654","Pantelides_algorithm","21814084","","1748","20180314003023"
"655","Hash_consing","21898171","","4086","20180217153627"
"656","Potato_peeling","22021760","","1942","20180227173559"
"657","Compressed_pattern_matching","22095269","","3212","20180217153642"
"658","List_of_grid_computing_middleware_distribution","22143644","","783","20180213202857"
"659","Master_of_Science_in_Information_Technology","22192523","","3371","20180227173503"
"660","Iterative_refinement","22203945","","5074","20180217153651"
"661","Sum_of_radicals","22231261","","3536","20180217153652"
"662","Symbolic-numeric_computation","22288224","","2416","20180217153656"
"663","International_Conference_on_Acoustics,_Speech,_and_Signal_Processing","22318852","","1651","20180314003026"
"664","Philosophy_of_computer_science","22458313","","3971","20180323043315"
"665","Subgroup_method","22497597","","1131","20180116192431"
"666","Opaque_data_type","22512142","","4284","20180217193339"
"667","Alan_Turing_Year","22523598","","8089","20180312125105"
"668","Empirical_algorithmics","22553927","","2389","20180314111625"
"669","ACM_SIGIR_Conference","22663152","","129","20170423011530"
"670","Workshop_on_Algorithms_in_Bioinformatics","22670047","","164","20161016101726"
"671","ACM_International_Conference_on_Design_of_Communication","22670343","","88","20171205001912"
"672","Annual_Conference_of_the_European_Association_for_Computer_Graphics","22682309","","94","20180124104633"
"673","Technical_Symposium_on_Computer_Science_Education","22706772","","88","20180311180014"
"674","Convex_volume_approximation","22721042","","6578","20180217153741"
"675","IEEE_Systems,_Man,_and_Cybernetics_Society","22774583","","2653","20180304011753"
"676","Percept_(information_technology)","22804509","","864","20180221061048"
"677","European_Summer_School_in_Logic,_Language_and_Information","22910171","","3534","20180112145306"
"678","Association_for_Logic,_Language_and_Information","22910426","","2195","20180116222936"
"679","Expression_problem","22935957","","8311","20180304141446"
"680","Irish_Computer_Society","23002197","","2977","20180314003029"
"681","Cluster-aware_application","23047220","","1263","20180116233850"
"682","Genetic_memory_(computer_science)","23107207","","1069","20180217153812"
"683","Database-as-IPC","23170217","","1544","20180217153820"
"684","MPT8080","23215202","","7494","20180314003031"
"685","Global_Document_Type_Identifier","23245152","","1473","20180109034536"
"686","IEEE_Undergraduate_Teaching_Award","23265697","","4508","20180319221825"
"687","International_Conference_on_Computer_Vision","23376109","","9392","20180314003031"
"688","Performance_operational_analysis","23535285","","2010","20180208072840"
"689","Technical_informatics","23590353","","1027","20180117072438"
"690","Lemke's_algorithm","23629372","","2051","20180217153900"
"691","Semantic_computing","23754861","","1618","20180316142123"
"692","List_of_computer_science_conference_acronyms","23810743","","11892","20180325143040"
"693","Workshop_on_Algorithms_Engineering","23816390","","96","20160809130924"
"694","Workshop_on_Algorithmic_Approaches_for_Transportation_Modeling,_Optimization,_and_Systems","23816522","","131","20161016103810"
"695","European_Joint_Conferences_on_Theory_and_Practice_of_Software","23821777","","2490","20180312112408"
"696","International_Conference_on_Compiler_Construction","23821783","","118","20170925203129"
"697","Void_safety","23829996","","3547","20180112232141"
"698","Sequential_algorithm","23868049","","1290","20180217153921"
"699","Informatics","23997153","","25130","20180319065041"
"700","Center_for_Computational_Mass_Spectrometry","24040900","","507","20180114153921"
"701","Conference_on_Computer_Vision_and_Pattern_Recognition","24073428","","16395","20180314003036"
"702","List_of_important_publications_in_theoretical_computer_science","24095830","","38158","20180321195919"
"703","List_of_important_publications_in_concurrent,_parallel,_and_distributed_computing","24096816","","7038","20180321195919"
"704","Computational_complexity_of_matrix_multiplication","24107400","","158","20180325011557"
"705","EATCS_Award","24112195","","141","20171119052309"
"706","Presentation_semantics","24209073","","1856","20180220232534"
"707","International_Symposium_on_Wearable_Computers","24212401","","5798","20180310031335"
"708","Kleene_award","24272293","","3277","20180315021321"
"709","P_=_PSPACE_problem","24337712","","209","20180128155244"
"710","P_=_BPP_problem","24337758","","196","20180128155244"
"711","NP_=_co-NP_problem","24337771","","130","20180110123451"
"712","NC_=_P_problem","24337776","","136","20171106235002"
"713","Bachelor_of_Science_in_Information_Technology","24378325","","11086","20180317181546"
"714","European_Computer_Science_Summit","24400682","","184","20180227144824"
"715","Leaf_subroutine","24403137","","405","20180117185358"
"716","Computer_Society_of_Sri_Lanka","24499692","","6848","20180323114021"
"717","MCOP","24503503","","571","20180213202924"
"718","Left_corner_parser","24542773","","1788","20180217154015"
"719","List_of_important_publications_in_cryptography","24562032","","12222","20180321195919"
"720","Annual_Meeting_of_the_Association_for_Computational_Linguistics","24635538","","122","20180304213934"
"721","Annual_Conference_of_the_North_American_Chapter_of_the_Association_for_Computational_Linguistics","24635539","","152","20170808052228"
"722","Computer_Pioneer_Award","24659135","","13587","20180317090122"
"723","Event_Processing_Technical_Society","24736980","","8747","20180312125257"
"724","Outline_of_software","24775031","","10526","20180307063502"
"725","Computational_musicology","24782516","","6545","20180217154033"
"726","Sstream","24784894","","929","20180308085103"
"727","USENIX_Security_Symposium","24914762","","87","20170725043610"
"728","International_ACM_SIGACCESS_Conference_on_Computers_and_Accessibility","25025530","","127","20180227144645"
"729","Windward_Reports","25392583","","104","20171207023757"
"730","Longuet-Higgins_Prize","25395428","","3102","20171220034219"
"731","Computational_journalism","25531875","","6830","20180322014312"
"732","Fragmented_distribution_attack","25594776","","1540","20180213202939"
"733","Sidney_Fernbach_Award","25602338","","9469","20171012053505"
"734","International_Journal_of_Computational_Geometry_and_Applications","25606481","","2102","20180318011616"
"735","NovoGen","25615280","","2462","20180303192803"
"736","Data_truncation","25653002","","964","20180118025353"
"737","Berlekamp–Zassenhaus_algorithm","25744542","","3063","20180217154154"
"738","Fundamental_theorem_of_linear_programming","25844292","","2754","20180118035416"
"739","Computer_science_in_sport","25852537","","9600","20180217154202"
"740","Environmental_informatics","25893176","","8877","20180213204118"
"741","Chatterbox_Challenge","26032317","","194","20180324161312"
"742","Contract_Net_Protocol","26070855","","2944","20180113034004"
"743","Existence_detection","26320219","","1036","20180213202950"
"744","Collision_avoidance_(networking)","26475040","","1292","20180217154250"
"745","ACM/IEEE_Supercomputing_Conference","26528420","","36587","20180319112327"
"746","Higher_Computing","26564860","","4682","20180217154257"
"747","Seymour_Cray_Computer_Engineering_Award","26603341","","14935","20180319221831"
"748","Computational_transportation_science","26910524","","3020","20180314003048"
"749","International_Conference_on_Parallel_and_Distributed_Systems","26985865","","4085","20180312125445"
"750","Symposium_on_Operating_Systems_Principles","27006114","","1206","20180118093755"
"751","International_Conference_on_Architectural_Support_for_Programming_Languages_and_Operating_Systems","27016205","","2432","20180217154325"
"752","IEEE_Conference_on_Computational_Intelligence_and_Games","27033576","","192","20161214190121"
"753","Barendregt–Geuvers–Klop_conjecture","27088586","","367","20171119014443"
"754","Calgary_Challenge","27097442","","150","20180226194914"
"755","Theory_of_regions","27115797","","2055","20180322102403"
"756","Symposium_on_Trends_in_Functional_Programming","27347581","","495","20171230021253"
"757","International_Supercomputing_Conference","27614604","","4639","20180312125513"
"758","Digital_Humanities_conference","27990947","","7403","20180312125535"
"759","Social_force_model","27993491","","841","20180314145102"
"760","U-matrix","28071238","","1925","20180217154442"
"761","Pachinko_allocation","28082011","","4839","20180309161425"
"762","Ken_Kennedy_Award","28084344","","4553","20180217154444"
"763","European_Society_for_Fuzzy_Logic_and_Technology","28232105","","3635","20180312125546"
"764","TOOLS_conference_series","28290748","","7001","20180213204137"
"765","Astroinformatics","28326718","","13984","20180217154502"
"766","Processing_Instruction","28408442","","3131","20180217154508"
"767","Voronoi_pole","28412014","","1560","20180217154508"
"768","Ashley_Morris_(blogger)","28448721","","5561","20180309005917"
"769","American_Federation_of_Information_Processing_Societies","28591095","","4554","20180316142215"
"770","Australian_Committee_on_Computation_and_Automatic_Control","28694465","","1920","20180227144655"
"771","PlusCal","28752783","","2299","20180217154526"
"772","Ε-net_(computational_geometry)","28807941","","4747","20180228000025"
"773","Eugene_L._Lawler_Award","28830323","","78","20180126020659"
"774","COmponent_Detection_Algorithm","28912141","","1810","20180118201512"
"775","Semantic_analysis_(computational)","29116756","","1483","20180213204142"
"776","International_Conference_on_Computational_Linguistics_and_Intelligent_Text_Processing","29246999","","14829","20180312125628"
"777","Partha_Niyogi","29288642","","2457","20180217154604"
"778","Symposium_on_Computational_Geometry","29309436","","2793","20180217154605"
"779","Szymański's_algorithm","29398104","","5081","20180217154610"
"780","Activity-centered_design","29451101","","1534","20180118231159"
"781","System_on_TPTP","29466441","","1149","20180217154617"
"782","White_Camel_award","29474944","","3290","20180319221833"
"783","SPLASH_(conference)","29601943","","1923","20180217154627"
"784","Onward!","29612607","","1202","20180227173608"
"785","Bidirectionalization","29632635","","638","20180309171840"
"786","Constrained_Delaunay_triangulation","29638267","","1216","20180217154629"
"787","Workshop_on_Information_Technologies_and_Systems","29777138","","8485","20170615004945"
"788","WYSIWIS","29849686","","770","20180119012313"
"789","B-heap","30047903","","2324","20180217154649"
"790","European_Conference_on_Computer_Vision","30126422","","1764","20180314003102"
"791","Information_Systems_Research_in_Scandinavia","30292493","","7271","20180217154716"
"792","J.W._Graham_Medal","30324173","","3683","20180303192855"
"793","Skew_binomial_heap","30537813","","608","20180119043659"
"794","Academic_genealogy_of_computer_scientists","30729888","","40768","20180319204346"
"795","Van_Wijngaarden_Award","30767709","","116","20171201040645"
"796","Return_code","30873244","","2832","20180315184524"
"797","Pratt_parser","30892451","","1667","20180313041620"
"798","String_interpolation","30925309","","14460","20180325105357"
"799","Synchronous_Data_Flow","30928451","","859","20180323022112"
"800","ACM_SIGPLAN_Programming_Languages_Software_Award","31039076","","66","20180312173357"
"801","MOSEK","31045557","","3028","20180312125732"
"802","Linear_octree","31075291","","644","20180111034026"
"803","C._K._Raut","31171962","","10399","20180314133752"
"804","International_Symposium_on_Memory_Management","31172163","","1598","20180119071800"
"805","Richard_Wexelblat","31175945","","2480","20180322102405"
"806","Victor_Vianu","31256904","","3911","20180217154832"
"807","Shortest_total_path_length_spanning_tree","31277685","","739","20180217154834"
"808","RRQR_factorization","31372766","","1486","20180217154841"
"809","Harlan_D._Mills_Award","31490774","","131","20180113165722"
"810","Makespan","31501520","","1788","20180111062828"
"811","Ipke_Wachsmuth","31556873","","1794","20180316142241"
"812","Adaptive_compression","31558411","","444","20180217154854"
"813","Fundamental_Concepts_in_Programming_Languages","31604290","","1983","20180217154901"
"814","Grooveshark_University","31610936","","8122","20180312125802"
"815","William_C._Carter_Award","31691663","","4129","20180225140533"
"816","Presburger_Award","31823220","","1719","20180217154922"
"817","Relativistic_programming","31865194","","1660","20180324051238"
"818","CC_system","31866635","","5909","20180217154926"
"819","Haskell_Symposium","31889711","","181","20180118215000"
"820","Workshop_on_Generic_Programming","31889815","","212","20180118215000"
"821","Michael_S._Montalbano","32003011","","1271","20180217154936"
"822","(1+ε)-approximate_nearest_neighbor_search","32003319","","961","20180119091745"
"823","Conference_on_Information_and_Knowledge_Management","32045322","","3407","20180312112435"
"824","Convergence_(logic)","32106812","","935","20180217154944"
"825","Raspberry_Pi_Foundation","32264875","","15833","20180319015915"
"826","Museum_informatics","32613583","","6902","20180217155033"
"827","ALF_(proof_assistant)","32680774","","1605","20171229021510"
"828","Lagrangian–Eulerian_advection","32850307","","3313","20180218025647"
"829","Local_maximum_intensity_projection","32861600","","1719","20180217155055"
"830","Vortex_core_line","32872804","","2089","20180218025648"
"831","Tensor_glyph","32874332","","2099","20180217155055"
"832","Asymptotic_decider","32895131","","4661","20180218025648"
"833","Skin_friction_line","32909000","","2057","20180218025648"
"834","Streamlet_(scientific_visualization)","32909200","","381","20180111130037"
"835","Streamsurface","32909287","","876","20180217155058"
"836","HackNY","33005784","","2975","20180312125903"
"837","Alpha_shape","33029175","","5465","20180217155111"
"838","LEGO_(proof_assistant)","33093747","","545","20180312112438"
"839","O'Reilly_Open_Source_Award","33121710","","7525","20180319221836"
"840","Ahmed_K._Elmagarmid","33236835","","12396","20180316182342"
"841","Brodal_queue","33238984","","1425","20180217155130"
"842","Texts_in_Theoretical_Computer_Science","33249916","","146","20171119052309"
"843","Priority_R-tree","33373595","","2269","20180303192934"
"844","Commentz-Walter_algorithm","33386298","","1604","20180217155143"
"845","Constrained_clustering","33391687","","2714","20180217155144"
"846","Alasdair_Turner","33417054","","7810","20180314003115"
"847","Requirements_Engineering_Specialist_Group","33556483","","6246","20180217155155"
"848","Fanya_Montalvo","33583579","","4794","20180123171439"
"849","Scottish_Informatics_and_Computer_Science_Alliance","33615890","","9061","20180303200555"
"850","Large-scale_Complex_IT_Systems","33676779","","15792","20180314003117"
"851","C_string_handling","33691376","","41536","20180227173508"
"852","Factor_oracle","33736410","","1692","20180119194749"
"853","Ueli_Maurer_(cryptographer)","33842913","","2126","20180316142257"
"854","Symposia_on_VLSI_Technology_and_Circuits","33963534","","16015","20180303192941"
"855","Skill_chaining","34073367","","460","20180217155233"
"856","Computational_astrophysics","34240222","","9747","20180322162356"
"857","Milind_Tambe","34260601","","4466","20180316182342"
"858","Filer.js","34322002","","2003","20180312130107"
"859","Journal_of_Computational_Geometry","34408527","","3013","20180318011617"
"860","Critical_code_studies","34549363","","5155","20180217155316"
"861","International_Symposium_on_Mixed_and_Augmented_Reality","34581851","","1089","20180312130019"
"862","Conformal_geometric_algebra","34629138","","25636","20180217155328"
"863","Leslie_Blackett_Wilson","34651870","","6453","20180217155329"
"864","LP-type_problem","34676009","","37751","20180305030632"
"865","Minger_Email_Address_Verification_Protocol","34820939","","932","20180122221114"
"866","Computational_Statistics_&_Data_Analysis","34877794","","1717","20180318011617"
"867","International_Symposium_on_Microarchitecture","34917562","","362","20180111200159"
"868","Milner_Award","34998030","","2509","20180217155353"
"869","Konrad_Zuse_Medal","35020080","","4288","20180217155355"
"870","Left-leaning_red–black_tree","35239409","","5259","20180312130045"
"871","Lost_in_hyperspace","35483685","","645","20180213203222"
"872","Piece_table","35516996","","3025","20180308054021"
"873","ISCB_Africa_ASBCB_Conference_on_Bioinformatics","35528199","","4591","20180320012958"
"874","Blahut–Arimoto_algorithm","35573062","","3000","20180217155436"
"875","Traversed_edges_per_second","35635446","","2645","20180217155442"
"876","COSFIRE","35639146","","819","20180213203224"
"877","ReteOO","35656630","","405","20180213203224"
"878","Timed_automaton","35707540","","2484","20180215122451"
"879","École_des_technologies_numériques_appliquées","35709968","","4152","20180312130106"
"880","Algebraic_semantics_(computer_science)","35728290","","921","20180217155455"
"881","Beier–Neely_morphing_algorithm","35815287","","1714","20180217155506"
"882","Kinetic_smallest_enclosing_disk","35872975","","3313","20151018232932"
"883","Trace-based_simulation","36010141","","1684","20180213204221"
"884","Blair_MacIntyre","36023273","","3365","20180316142312"
"885","Boolean_hierarchy","36026354","","4183","20180217155526"
"886","Micropipelining","36032743","","740","20180213203227"
"887","Maximum_common_edge_subgraph","36037560","","1522","20180217155527"
"888","Computable_topology","36075414","","20748","20180210125326"
"889","C-trie","36305755","","362","20180303234127"
"890","Mexican_International_Conference_on_Artificial_Intelligence","36494971","","23605","20180312130143"
"891","Order_statistic_tree","36548922","","3747","20180217155628"
"892","Degraded_mode","36651777","","2078","20180112013203"
"893","Automatic_mutual_exclusion","36675168","","978","20180217155642"
"894","Mining_software_repositories","36810432","","2609","20180321174945"
"895","Polyvariance","36911842","","739","20180217155706"
"896","Docblock","36988251","","780","20180225070542"
"897","Soft_state","37081445","","1983","20180227173617"
"898","Adaptive_sampling","37092233","","4668","20180217155722"
"899","Roman_Yampolskiy","37120084","","9154","20180316182345"
"900","Program_Dependence_Graph","37360516","","1195","20180304175803"
"901","Local_ternary_patterns","37412518","","1202","20180112025356"
"902","Run_to_completion_scheduling","37606787","","951","20180112032227"
"903","Alternation_(formal_language_theory)","37612285","","889","20180213204228"
"904","Random_indexing","37697003","","4729","20180310103326"
"905","Thread_automaton","37721302","","4462","20180217155816"
"906","Humanyze","37735408","","13073","20180325081525"
"907","International_Conference_on_Advances_in_ICT_for_Emerging_Regions","38034988","","6879","20180312130254"
"908","Mirror_(programming)","38035521","","1515","20180122053247"
"909","Distributed_Event-Based_Systems","38184699","","3761","20180312130259"
"910","Generic_sensor_format","38253347","","3778","20180312112505"
"911","John_Leslie_King","38276626","","1370","20180213203250"
"912","Computational_law","38358886","","28154","20180322102407"
"913","Ramesh_Sitaraman","38426358","","7049","20180316182346"
"914","Stochastic_probe","38573054","","1202","20180217155933"
"915","International_Middleware_Conference","38683862","","1222","20180112054246"
"916","ACM_Symposium_on_User_Interface_Software_and_Technology","38721413","","5230","20180306200810"
"917","Möller–Trumbore_intersection_algorithm","38898390","","3328","20180322104451"
"918","EACSL","38979342","","1591","20180103164607"
"919","First-class_message","38990468","","1868","20180217090633"
"920","Nerode_Prize","39039164","","3594","20180217160027"
"921","European_Symposium_on_Programming","39166506","","1995","20180312130343"
"922","Extended_Semantic_Web_Conference","39184738","","3056","20180312130344"
"923","Munindar_P._Singh","39215970","","5278","20180316182346"
"924","International_Electron_Devices_Meeting","39219444","","12075","20180316160524"
"925","VICAR_file_format","39259185","","1120","20180217160053"
"926","Variable_elimination","39269581","","6215","20180217160053"
"927","International_Symposium_on_Algorithms_and_Computation","39273436","","461","20170316173332"
"928","Hyperscale","39395954","","2317","20180217160107"
"929","Graph_kernel","39419087","","3736","20180227173619"
"930","Timer_coalescing","39657963","","3342","20180217160136"
"931","Interrupt_coalescing","39658426","","1711","20180217160136"
"932","Hardware_reset","39658646","","3033","20180311192951"
"933","Lori_A._Clarke","39687564","","4088","20180316182347"
"934","Leon_J._Osterweil","39687867","","3640","20180316182347"
"935","Swiss_Informatics_Society","39708960","","5967","20180312130411"
"936","Johan_Bollen","39753732","","7352","20180318145741"
"937","Programming_Languages_Software_Award","39805285","","96","20180312173357"
"938","SIGCSE_Technical_Symposium_on_Computer_Science_Education","40076829","","2769","20180217160215"
"939","Computational_social_science","40077102","","8670","20180217160215"
"940","SMAWK_algorithm","40077712","","5753","20180217160215"
"941","Devex_algorithm","40129720","","701","20180226134552"
"942","Devavrat_Shah","40180792","","3906","20180316182347"
"943","Raft_(computer_science)","40226710","","9758","20180312112511"
"944","Milan_Vojnovic","40240350","","3821","20180316182347"
"945","LIBPATH","40270783","","587","20180112082614"
"946","Device_tree","40312837","","5297","20180304212125"
"947","General-purpose_language","40406527","","1118","20180321174945"
"948","ACM_Eugene_L._Lawler_Award","40418729","","4201","20180319221843"
"949","Severin_Hacker","40470509","","2402","20180316182347"
