"number","title","pageid","namespace","length","touched"
"524","Creole_Renaissance","4797772","","569","20180102050922"
"525","Contra_vim_mortis_non_crescit_herba_in_hortis","4812780","","1586","20180228132430"
"526","Sexualization","4818168","","71551","20180321212340"
"527","Kartvelian_studies","4887671","","2539","20180314133421"
"528","Nazareth_College_(New_York)","4952057","","28714","20180319220824"
"529","National_performing_arts_companies_of_Scotland","4981193","","775","20180118063101"
"530","Tea_meeting","5014618","","718","20180228132702"
"531","Cargo_system","5025767","","8904","20180325071533"
"532","Social_osmosis","5057528","","1234","20180228132734"
"533","Clown_society","5077701","","8766","20180304185034"
"534","Itutu","5080233","","1260","20180228132752"
"535","Bal_Harbour_Shops","5098695","","7122","20180323145835"
"536","Wikipedia_in_culture","5102499","","93861","20180304175756"
"537","Social_practice","5134465","","8899","20180228132831"
"538","Kalpa_(Vedanga)","5149842","","16264","20180314133423"
"539","Mentifact","5151373","","1935","20180219132218"
"540","Sociofact","5151648","","2445","20180228132844"
"541","Directorial_beat","5159014","","1549","20180217151215"
"542","Ethnic_majority","5172969","","586","20180307160907"
"543","Narrative_history","5175110","","2778","20180228132900"
"544","Pre-service_teacher_education","5201941","","8029","20180228132919"
"545","Writing_style","5218457","","20649","20180303234109"
"546","Harrison_Middleton_University","5270083","","5091","20180312123544"
"547","Designer_clothing","5282341","","4736","20180228133018"
"548","The_Ten_Promised_Paradise","5334700","","98","20180322163142"
"549","Uzbekisation","5340509","","2381","20180322163635"
"550","Nimerigar","5347291","","5528","20180228133110"
"551","Soft_City","5364400","","1246","20180312123552"
"552","Sergej_Ignatov","5396367","","1375","20180314002907"
"553","Sasha_and_Zamani","5430925","","3123","20180228133214"
"554","Technoculture","5456701","","7952","20180303192425"
"555","Little_Emperor_Syndrome","5477429","","9859","20180322215009"
"556","Transitional_justice","5479856","","36400","20180311003843"
"557","Intraculturalism","5487391","","404","20180303234109"
"558","Rozz_Tox_Manifesto","5492257","","2645","20170226174726"
"559","ISO_639_macrolanguage","5575456","","47571","20180309125812"
"560","Preah_Thong_and_Neang_Neak","5576747","","1286","20180228133403"
"561","Declaration_of_Delhi","5584228","","12953","20180302030136"
"562","Vukša_Veličković","5585605","","2792","20180303192427"
"563","World_Juggling_Federation","5597735","","4150","20180213203743"
"564","Carolyn_Cooper","5692967","","7116","20180316141704"
"565","Open_learning","5720497","","8495","20180325114541"
"566","Shahrekord_University","5741000","","36385","20180316193424"
"567","Problem_of_religious_language","5767788","","45395","20180310085421"
"568","Droit_de_suite","5788620","","10368","20180303192431"
"569","Texas–U.S.S.R._Musicians'_Exchange","5833433","","1842","20180228133731"
"570","Sandwich_generation","5871010","","11414","20180304034847"
"571","Social_learning_(social_pedagogy)","5937432","","28603","20180325104718"
"572","House_blessing","5940458","","8203","20180303192434"
"573","Slavicisation","5965888","","839","20180322163635"
"574","Idiot_plot","5980245","","3540","20180320012055"
"575","Star_polygons_in_art_and_culture","6025107","","11673","20180316115828"
"576","Old_Cordilleran_Culture","6034972","","2290","20180222080536"
"577","Isolation_(illusion)","6043097","","1093","20180228134020"
"578","Cultural_center","6065329","","5049","20180228134038"
"579","PrairieMod","6077682","","1537","20180104155536"
"580","Edmund_Leach","6185783","","14685","20180316182329"
"581","Forefathers'_Day","6267538","","2437","20180228134311"
"582","Present_day","6267826","","2849","20180228134311"
"583","Li_Europan_lingues","6286841","","5341","20180304175757"
"584","New_Sincerity","6337134","","29299","20180314002912"
"585","Culture_during_the_Cold_War","6355878","","50838","20180325123141"
"586","When_the_going_gets_tough,_the_tough_get_going","6458088","","1925","20180228134717"
"587","Bloodstopping","6505736","","1305","20180301163555"
"588","Beat_(filmmaking)","6519975","","5562","20180228134837"
"589","Intervac_International","6587578","","2555","20180317082224"
"590","Golden_generation","6596958","","42422","20180303192443"
"591","Lesesucht","6727591","","1109","20180228135253"
"592","Cirque_Rocks","6745453","","2735","20180106015420"
"593","The_Triple_Revolution","6810510","","9448","20180311124928"
"594","King_of_the_Gypsies","6811017","","31893","20180304175757"
"595","Generationism","6845279","","1618","20180217151509"
"596","E._San_Juan_Jr.","6852737","","17336","20180321041216"
"597","Gandhigiri","6966494","","15162","20180314002915"
"598","Cultural_Heritage_Centre_for_Asia_and_the_Pacific","7042982","","1129","20180217151530"
"599","Rousette_skating","7061414","","829","20180228135731"
"600","Encyclopaedia_of_Aboriginal_Australia","7086708","","4047","20180316141735"
"601","Childlore","7108182","","3397","20180228135817"
"602","IETF_language_tag","7115965","","20537","20180324164615"
"603","Interdiscourse","7160538","","5929","20180222044927"
"604","Motive_(law)","7174542","","3411","20180217151541"
"605","Fa'asamoa","7217571","","1967","20180314133445"
"606","Vernacular_culture","7219847","","3273","20180228135939"
"607","National_psychology","7222345","","13468","20170806102124"
"608","Marriage_plot","7232405","","3567","20180321054855"
"609","Handbook_of_North_American_Indians","7239819","","67353","20180316141739"
"610","Rock's_Backpages","7349764","","2474","20180312123807"
"611","Letter_of_introduction","7368301","","2575","20180228140126"
"612","Poetics","7410249","","5363","20180321212406"
"613","Caledonian_Antisyzygy","7440205","","4286","20180107060351"
"614","Course_atlas","7494658","","4064","20180228140249"
"615","Showpiece","7524684","","2394","20180228140310"
"616","Spec_script","7697521","","4420","20180228140526"
"617","Muted_group_theory","7710512","","43530","20180217151638"
"618","State_of_World_Liberty_Index","7720337","","5128","20180316153942"
"619","Memory_work","7720399","","11611","20180303192458"
"620","Cultural_universal","7745490","","8324","20180306030956"
"621","Kick_the_bucket","7754645","","6727","20180228140608"
"622","Travel_technology","7779220","","9427","20180322211753"
"623","Meta-ethnicity","7826927","","4753","20180314002920"
"624","History_by_period","7873885","","7217","20180312204333"
"625","Mysophobia","7924163","","2322","20180321001326"
"626","Myth_and_ritual","7949828","","19626","20180213203825"
"627","Union_democracy","7961629","","6972","20180227173536"
"628","Wake-up_call_(service)","7963498","","776","20180228140821"
"629","Plot_drift","7999309","","794","20180228140843"
"630","Blood_compact","8028236","","1403","20180317165331"
"631","Eight_Treasures","8057332","","1258","20180213203826"
"632","Cultural_framework","8135793","","1300","20180213203828"
"633","Retired_husband_syndrome","8178676","","5981","20180323002926"
"634","Theme_(arts)","8217939","","1562","20180228141107"
"635","Lead_paragraph","8307635","","5541","20180228141201"
"636","Right_to_petition","8313678","","6142","20180228141206"
"637","Leakage_effect","8315620","","6396","20180217151735"
"638","Culture_of_Saba","8318989","","3225","20180108080336"
"639","Focal_character","8341465","","2445","20180217151737"
"640","Declaration_of_Tokyo","8356507","","5028","20170907203647"
"641","Poison_ring","8470559","","2897","20180228141341"
"642","Whip_fighting","8586491","","2302","20171217193946"
"643","Europalia","8605755","","3528","20180316141800"
"644","Sanseki","8625075","","575","20180228141515"
"645","Sanpitsu","8625214","","1566","20161209112025"
"646","Literary_forgery","8745590","","9795","20180217151812"
"647","Glossophilia","8753001","","713","20180228141633"
"648","Polyphony_(literature)","8753282","","3543","20180314133456"
"649","Third-person_limited_narrative","8829465","","148","20180317114136"
"650","Focalisation","8850003","","2037","20180228141745"
"651","Elfland_catacombs","8874566","","2537","20180228141805"
"652","Gray_ceiling","8880793","","1264","20180228141809"
"653","Cultural_memory","8950930","","18487","20180305111829"
"654","Tendring_Hundred_Show","8990921","","3196","20180303200445"
"655","Viva_América","9003648","","8781","20180325161403"
"656","Cultural_mediation","9057549","","6268","20180205075258"
"657","Cultural_retention","9216811","","489","20180228142209"
"658","Festivals_(book)","9295770","","2858","20180312123952"
"659","Grinder_(biohacking)","9384730","","19404","20180324150937"
"660","Symbols_of_Yukon","9408345","","2192","20180217151904"
"661","Komshi","9457960","","1067","20180314133503"
"662","List_of_universities_in_Uganda","9505370","","24492","20180320191016"
"663","Bratachari_movement","9511242","","5927","20180314133504"
"664","Seven_Social_Sins","9580049","","14432","20180317030006"
"665","Scientific_and_Cultural_Facilities_District","9613332","","2299","20180318114026"
"666","Germanic_culture","9628506","","877","20180110002854"
"667","Working_Group_on_Arbitrary_Detention","9640530","","25405","20180312112337"
"668","Posthegemony","9641126","","9697","20180217151921"
"669","New_Mormon_history","9655463","","4857","20180313191423"
"670","UNROW_Human_Rights_Impact_Litigation_Clinic","9714961","","20182","20180303192522"
"671","Linguistic_performance","9736296","","61514","20180225070410"
"672","Itching_powder","9804476","","1478","20180321211442"
"673","Race_and_health","9819863","","57913","20180321011207"
"674","EU–Japan_Fest","9820126","","2143","20180228143005"
"675","Information_cycle","9863960","","2761","20180310165002"
"676","Sneezing_powder","9868243","","1620","20180315071212"
"677","Conceptual_history","9891093","","4552","20180228143114"
"678","Conservation_science_(cultural_heritage)","9962115","","4186","20180217151941"
"679","Birthday_customs_and_celebrations","9974365","","8989","20180303192525"
"680","Traditional_story","10076158","","40194","20180314133507"
"681","Junk_man","10090723","","1359","20180228143342"
"682","Anti-suicide_smock","10098143","","3014","20180324210640"
"683","Sans_Arc","10109490","","2588","20180213203849"
"684","Immigrant_generations","10137476","","14583","20180228143416"
"685","The_Hedgehog_Review","10219591","","1929","20180321202613"
"686","Masquerade_ceremony","10267913","","984","20180110190332"
"687","Soul_dualism","10324227","","7659","20180224172730"
"688","Chip_on_shoulder","10324604","","7844","20180228143659"
"689","Mode_(literature)","10373080","","8257","20180303192528"
"690","Dodoth_Morning","10375274","","1595","20180312124040"
"691","Ancient_language","10402117","","1852","20180312105314"
"692","Ritual_slaughter","10436084","","16410","20180322104201"
"693","Jus_inter_gentes","10586126","","1317","20180228144036"
"694","Information_exchange","10677746","","4976","20180303234113"
"695","In_the_Name_of_Identity","10699407","","1385","20180228144220"
"696","Redistribution_(cultural_anthropology)","10751250","","3539","20180222080610"
"697","Brain_fag_syndrome","10836126","","3878","20180303234113"
"698","Information_and_media_literacy","10956960","","24166","20180314002929"
"699","Bildung","10969154","","5797","20180228144559"
"700","Cultural_dissonance","10975258","","11330","20180213203857"
"701","Antillanité","11008756","","4359","20170103064344"
"702","Germanische_Altertumskunde_Online","11020549","","2060","20180316141835"
"703","Culturology","11022472","","9301","20180314133514"
"704","Dentalium_shell","11023812","","6762","20180314002929"
"705","Public_humanities","11023939","","8159","20180228144636"
"706","Societal_marketing","11033682","","23229","20180217152102"
"707","Ethnoburb","11048691","","28751","20180307160907"
"708","Ear_stapling","11057605","","1284","20180228144655"
"709","Ballerina_neckline","11119468","","1285","20180228144733"
"710","Impunity","11155510","","4086","20180316141837"
"711","Revisionism_(fictional)","11181082","","1129","20180228144810"
"712","Umbrella_title","11199842","","7153","20180225030613"
"713","Seven_Wonders_of_Canada","11301067","","9034","20180303192536"
"714","Digital_Freedom_campaign","11311127","","1514","20180223005608"
"715","Outhouse_tipping","11388549","","1452","20180228145022"
"716","The_Fairground_Park_Riot","11456490","","10527","20170921144708"
"717","Rubey_M._Hulen","11457301","","258","20180220202023"
"718","Closed-ended_question","11517229","","5050","20180314154724"
"719","Dream_sharing","11580204","","2060","20180228145222"
"720","Tarka_sastra","11587822","","3800","20180217152148"
"721","Centre_for_Convergence_Media_Studies","11604486","","1794","20180323151301"
"722","Indian_Wedding_Blessing","11654301","","5933","20180313194617"
"723","Global_language_system","11709017","","30004","20180217152157"
"724","Language_preservation","11716414","","7111","20180220173433"
"725","Feminization_(sociology)","11725949","","4664","20180303192540"
"726","Upcycling","11774990","","24131","20180323104709"
"727","Fashion_Cares","11792134","","818","20180111201127"
"728","Avoidant/restrictive_food_intake_disorder","11839182","","13208","20180313103038"
"729","Soulboy","11857589","","2125","20180228145539"
"730","Nalik_culture","11924472","","621","20180111234806"
"731","Parting_tradition","11980898","","818","20180228145709"
"732","British_Association_for_Jewish_Studies","12013537","","2836","20180314002934"
"733","Science_in_newly_industrialized_countries","12082329","","21880","20180228145809"
"734","Imagery_Alliance","12086599","","1588","20180228145812"
"735","Dörmögő_Dömötör","12185780","","1243","20180312112343"
"736","Vernacular_orientation","12393342","","1887","20180228150139"
"737","Design_theory","12401182","","4283","20180228150147"
"738","Estonica","12407726","","881","20180309015220"
"739","Strawberry_generation","12478149","","4620","20180321202202"
"740","Independent_study","12491375","","8931","20180228150252"
"741","Institute_for_Research_in_Art_and_Technology","12503353","","2760","20180303200455"
"742","Extant_literature","12529118","","568","20180228150320"
"743","Langmaker","12532423","","3687","20180323000007"
"744","Cavalier_Generation","12560557","","149","20180316160119"
"745","Speech_production","12563101","","31401","20180321175920"
"746","Carneiro's_circumscription_theory","12584282","","6319","20180223234244"
"747","Wannarexia","12649093","","7910","20180303192549"
"748","The_ReGeneration","12661325","","1585","20180228150518"
"749","Seven_Wonders_of_Portugal","12676382","","3918","20180323170657"
"750","Pasma","12737141","","4938","20180313194433"
"751","Serial_(literature)","12749679","","16506","20180309034836"
"752","Humanities_in_the_United_States","12769389","","6334","20180217152335"
"753","Origin_myth","12797709","","15324","20180307160907"
"754","Grateful_dead_(folklore)","12827691","","2969","20180312174709"
"755","Kishōtenketsu","12854042","","4424","20180228150731"
"756","Legal_culture","12870646","","17033","20180205075415"
"757","Cultural_district","12918880","","11461","20180228150836"
"758","Matriculation_examination","12987184","","1460","20180319154015"
"759","Emotions_and_culture","13033833","","39250","20180228205525"
"760","Zambian_traditional_ceremonies","13092271","","6832","20180317230809"
"761","Narreme","13097936","","2759","20160706044320"
"762","Cultural_practice","13144407","","8334","20180301014057"
"763","Madonna_Studies","13300845","","4321","20180303192555"
"764","Montenegrin_folklore","13365551","","485","20180318230730"
"765","Fiction-writing_mode","13381953","","13545","20180227141525"
"766","List_of_cultural_entities_with_sole_naming_rights","13454250","","12296","20180309042959"
"767","Brisbane_International_Boat_Show","13487888","","1635","20180228151552"
"768","Local_history","13502171","","13810","20180316141918"
"769","Arts_and_letters","13601902","","2116","20180217152451"
"770","Coptic_Encyclopedia","13607271","","3533","20180316141920"
"771","Comedy_of_menace","13607556","","27197","20180228151702"
"772","Age-area_hypothesis","13704049","","652","20171217182327"
"773","Metaphoric_criticism","13766578","","6028","20180314002941"
"774","Transitional_bilingualism","13775157","","1674","20160210043411"
"775","Cultural_emphasis","13775689","","2653","20180205075432"
"776","Self-executing_right","13804392","","3477","20180228151905"
"777","Heroes_of_the_Environment_(2007)","13810707","","2423","20180225070421"
"778","Bennett_scale","13838324","","6942","20180205075433"
"779","Verisimilitude_(fiction)","13878013","","7095","20180314133533"
"780","Circuit_of_culture","13935452","","1252","20180228152035"
"781","Nomads_of_the_Longbow","13957304","","1126","20180228152050"
"782","Cultural_materialism_(cultural_studies)","13963594","","4695","20180122133225"
"783","Identity_tourism","13998413","","7969","20180217152522"
"784","Paranymph","14032055","","1329","20180228152133"
"785","Adventure_learning","14062058","","6643","20171128151240"
"786","Sociological_art","14075956","","19765","20180217152527"
"787","Wheel_of_death_(impalement_arts)","14103647","","2890","20180217152530"
"788","Cross-race_effect","14124578","","33911","20180307160907"
"789","Contemporary_society","14131017","","10833","20180322102401"
"790","Trocabrahma","14197609","","4019","20160714221012"
"791","Escagraph","14326840","","3290","20180228152504"
"792","Encyclopedia_Africana","14342476","","4038","20180316141928"
"793","Australian_studies","14357666","","885","20180101103305"
"794","Eighteen_Oddities","14480882","","3530","20180228152634"
"795","Panethnicity","14551000","","4256","20180307160907"
"796","Repugnancy_costs","14566697","","2254","20180213203946"
"797","Grisi_siknis","14669242","","19302","20180303192610"
"798","Neolocal_residence","14740426","","2350","20180217152618"
"799","Human_rights_violations_by_the_CIA","14863512","","84752","20180323222344"
"800","Multialphabetism","14901311","","1740","20180226102953"
"801","Intercultural_theatre","14905081","","14928","20180101223528"
"802","International_Year_of_Languages","14963135","","3231","20180314002946"
"803","Ambilocal_residence","14973425","","1236","20180217152640"
"804","Backwards_episode","15021638","","1475","20180304175759"
"805","Baggies_(clothing)","15069500","","1279","20180113222738"
"806","Jack_o'_Lent","15079406","","1541","20180217152649"
"807","Parlour_boarder","15091455","","4443","20180217152650"
"808","Opening_narration","15185735","","345","20180228153458"
"809","World_language","15294269","","29586","20180316220534"
"810","Declaration_of_incompatibility","15399756","","4553","20180217152713"
"811","Kosair_Shrine_Circus","15591599","","2136","20180314002949"
"812","Genderless_language","15629251","","10938","20180317031839"
"813","Cultural_depictions_of_Anne,_Queen_of_Great_Britain","15637607","","2089","20180206215903"
"814","Gathering_Day","15689195","","3319","20180217152734"
"815","For_Want_of_a_Nail","15749202","","24162","20180319015607"
"816","Fluency","15864296","","15342","20180312210256"
"817","Futurism_(literature)","15944015","","14802","20180202164141"
"818","Cultural_Alliance_of_Greater_Washington","16039879","","1818","20180228154503"
"819","Proverbial_phrase","16060451","","1881","20180213204004"
"820","Documentary_practice","16078207","","20070","20180304175759"
"821","Creative_participation","16089434","","2967","20180213204004"
"822","Burnt_Generation","16226748","","3385","20180213204007"
"823","Balanced_sentence","16249324","","1344","20180217152809"
"824","Computational_creativity","16300571","","61153","20180314002955"
"825","Vanua","16486618","","6102","20180302031816"
"826","Outline_of_rights","16653468","","5791","20180321212532"
"827","Raptio","16657200","","9016","20180228155119"
"828","Ethnolinguistic_group","16767719","","4034","20180319184317"
"829","Economics_of_language","16794300","","13576","20180217152841"
"830","Hprints","16799902","","4489","20180318100641"
"831","Melina_Merkouri_Cultural_Center","16811849","","1185","20180320005150"
"832","St_Francis'_Boy's_Home","16830090","","3919","20180228155311"
"833","Integrative_communication_theory","16934559","","23884","20180314002956"
"834","Seat_filler","16998086","","2864","20180306173508"
"835","Last_offices","17006149","","8676","20180225070431"
"836","Software_studies","17017917","","9715","20180228155519"
"837","Fictional_portrayals_of_psychopaths","17046772","","30100","20180222063142"
"838","Anxiety/uncertainty_management","17060601","","45775","20180304175759"
"839","Coordinated_management_of_meaning","17073876","","45687","20180314165435"
"840","Cultural_schema_theory","17146474","","19812","20180304175759"
"841","Mythos_(Aristotle)","17186338","","7375","20180126142733"
"842","Encyclopedia_of_Serbian_Historiography","17200783","","1628","20180312124618"
"843","Cultural_studies_theory_of_composition","17230025","","5087","20170208021113"
"844","University_of_Babylon","17231434","","3540","20180312124620"
"845","Al-Muthana_University","17250369","","1893","20180312124622"
"846","University_of_Diyala","17337217","","3555","20180312124625"
"847","Woodcraft","17367962","","2539","20180228155843"
"848","Al-Hadba'a_University_College","17381569","","1415","20180312124628"
"849","Lexis_(Aristotle)","17406217","","10394","20171027072729"
"850","Reply","17504079","","1099","20180228160006"
"851","List_of_Slavic_cultures","17504356","","777","20180321185533"
"852","Ghost_sickness","17508739","","5614","20180315083040"
"853","Opaque_travel_inventory","17539184","","2195","20180228160027"
"854","Rodeo_queen","17570342","","2502","20180303192636"
"855","Homestay","17625621","","6338","20180317074404"
"856","Collaborative_Summer_Library_Program","17755804","","10576","20180303192638"
"857","CIRI_Human_Rights_Data_Project","17799577","","4406","20180322074449"
"858","List_of_people_considered_a_founder_in_a_Humanities_field","17956828","","35833","20180314003007"
"859","Prison_Legal_News","17995396","","13561","20180325021215"
"860","Public_Culture","18021242","","5239","20180318011615"
"861","Lifeway","18069727","","1796","20180228160600"
"862","List_of_month-long_observances","18180446","","20986","20180322001031"
"863","Timeline_of_young_people's_rights_in_the_United_Kingdom","18207983","","83648","20180316093631"
"864","Arts_criticism","18368611","","2510","20180314003009"
"865","Authoritarian_literature","18400732","","4802","20180122183722"
"866","Clore_Leadership_Programme","18479096","","26015","20180228161232"
"867","Beaux_Arts_Ball","18671540","","1367","20180317135639"
"868","Remedial_education","18680159","","44662","20180317161259"
"869","BeWelcome","18797887","","3383","20180317080712"
"870","Integrated_human_studies","18856114","","2329","20180322085651"
"871","Open-ended_question","18894210","","4247","20180314154602"
"872","Mondialogo_Engineering_Award","18908331","","5377","20180228161658"
"873","Library_science","18933569","","59359","20180322024548"
"874","Shared_universe","18934997","","37959","20180325031906"
"875","Three-act_structure","18945331","","3508","20180227173500"
"876","Cultural_competency_training","18964621","","14159","20180303192651"
"877","Encyclopedia_of_India","18984969","","877","20180228161754"
"878","Central_conceit","19024647","","1176","20180228161821"
"879","Open_Humanities_Press","19027841","","3539","20180312124803"
"880","Social_dangerousness","19101928","","3777","20180303192652"
"881","People's_joint_association","19128970","","3841","20180318184827"
"882","Indigenous_Peoples_Law_and_Policy_Program","19138713","","4198","20180217153218"
"883","Nostalgia_industry","19226082","","618","20180115092645"
"884","Two_Solitudes_(Canadian_society)","19245773","","1609","20180303192653"
"885","Nisei","19262812","","38845","20180323002927"
"886","Domestic_realism","19284595","","2940","20170721115652"
"887","Commercial_Alert","19349803","","2725","20180303192654"
"888","Encyclopedia_of_the_Harlem_Renaissance","19457425","","6365","20180213204033"
"889","Cultural_Center_of_Novi_Sad","19495099","","973","20180314133615"
"890","Periferic","19675417","","567","20180115121813"
"891","Manic_Pixie_Dream_Girl","19717225","","25602","20180317203912"
"892","Glass_delusion","19728383","","6193","20180314133617"
"893","Intergenerationality","19745446","","11800","20180319171812"
"894","Description","19759799","","4965","20180325054558"
"895","Heroes_of_the_Environment","19848341","","840","20180108001454"
"896","Pop_culture_pathology","19968071","","5726","20180213202841"
"897","Gautam_Bhatia","20067710","","6373","20180316142036"
"898","Center_for_Intercultural_Dialogue_and_Translation","20134130","","1203","20180312124857"
"899","Characterization","20177296","","9483","20180314003016"
"900","Yonsei_(Japanese_diaspora)","20290183","","28564","20180323002928"
"901","List_of_matrilineal_or_matrilocal_societies","20290838","","10644","20180307170124"
"902","Symbolic_boundaries","20302230","","4691","20180131025616"
"903","Artificial_language","20324399","","4532","20180316142039"
"904","Dual_narrative","20395887","","748","20180217153406"
"905","Artists_Authorship_Rights_Act_(New_York)","20561900","","789","20180226213227"
"906","Rule_of_Law_in_Armed_Conflicts_Project","20611212","","9214","20180302030136"
"907","Talk_to_Me_(NYC)","20655249","","3066","20180227173557"
"908","Dystopia","20785969","","31824","20180318174648"
"909","Citizen_Armed_Force_Geographical_Unit","20852369","","5472","20180303192709"
"910","Popular_history","20959122","","4015","20180217153446"
"911","Interactive_acculturation","20962936","","15867","20180130060639"
"912","Narrative_designer","21008177","","1699","20180202071758"
"913","Multiracism","21081495","","1217","20180220134126"
"914","Artist's_portfolio","21084897","","2281","20180112232741"
"915","Me_generation","21122396","","10933","20180322185445"
"916","Wardrobe_(clothing)","21131741","","615","20180222230328"
"917","Austrophile","21210612","","1388","20180322092316"
"918","Dominant_culture","21314066","","5196","20180307131136"
"919","The_arts_and_politics","21342679","","29584","20180323113154"
"920","Cultural_analytics","21416606","","5842","20180217153530"
"921","Indie_literature","21424551","","546","20180116031430"
"922","Thai_tailor_scam","21463049","","1981","20180217153537"
"923","List_of_languages_in_the_Eurovision_Song_Contest","21506685","","27544","20180321213125"
"924","Human_Dimension_Implementation_Meeting","21518923","","2625","20180112235523"
"925","Come_Home_Year","21569933","","1019","20180303192717"
"926","Mic_in_track","21578788","","884","20180116053845"
"927","Post-80s","21621618","","11896","20180316160119"
"928","Children_of_the_revolution_(concept)","21634581","","1159","20180116062813"
"929","Urawaza","21651374","","2810","20180303192717"
"930","KAIROS_Prize","21669080","","1407","20180217153558"
"931","Politics_in_education","21704563","","2703","20180316035738"
"932","Jack's_Land","21782362","","403","20180213202855"
"933","Hellenic_studies","21792815","","13863","20180217153613"
"934","Culture_gap","21944476","","6184","20180226071238"
"935","Clothing_material","22032703","","5206","20180322022208"
"936","World_Conference_on_Human_Rights","22089347","","12568","20180303192722"
"937","Alkap","22096295","","1826","20180314133638"
"938","Caucasology","22101040","","882","20180101103305"
"939","Fāl-gūsh","22290553","","1298","20180323130934"
"940","Giants,_Monsters_&_Dragons","22369867","","2113","20180312125056"
"941","Strong_reciprocity","22445549","","27602","20180217153709"
"942","Imagemakers","22451625","","2003","20180217153710"
"943","Hook_(filmmaking)","22524591","","1809","20180217153720"
"944","Communication_rights","22539338","","10894","20180314003027"
"945","Do-it-yourself_biology","22562859","","24402","20180325114541"
"946","Language_Experience_Approach","22596579","","5080","20180217153729"
"947","Type_scene","22733383","","2249","20180217153742"
"948","Linguistics","22760983","","66187","20180319024149"
"949","List_of_topics_related_to_Barack_Obama","22781098","","5586","20180314183654"
"950","Revolutionary_generation","22788341","","3476","20180217153746"
"951","Official_culture","22810417","","2186","20180213204055"
"952","Cultural_criminology","22823031","","8315","20180217153751"
"953","The_N_Word:_One_Man's_Stand","22912399","","2566","20180312125122"
"954","A_Beacon_of_Hope","23112222","","1050","20180227173600"
"955","Literary_cycle","23147760","","418","20180109030606"
"956","Mystery_dinner","23152011","","3159","20180217153819"
"957","Effective_group_decision-making","23158919","","5434","20180213202906"
"958","Champion_of_the_Common_Man","23193697","","958","20180123000839"
"959","Patriarchy","23266996","","62735","20180322204329"
"960","Minced_oaths_in_media","23407994","","21746","20180304175800"
"961","Arbitrary_culture_theory","23417775","","589","20180213202908"
"962","Body_hopping","23462859","","2013","20180217153842"
"963","Ambiguities_in_Chinese_character_simplification","23520923","","22369","20180314133653"
"964","African_Human_Rights_Law_Journal","23702147","","1218","20180318011615"
"965","Cache-cœur","23782532","","489","20180222230328"
"966","Afghan_Coat","23980277","","1653","20180113020716"
"967","Allotment_(travel_industry)","24017206","","3447","20180217153933"
"968","Téach","24086319","","1695","20180213204104"
"969","Ala_kiyiz","24133938","","1048","20180314133700"
"970","Witching_Waves","24164803","","2793","20180227173602"
"971","Makapansgat_pebble","24186322","","3209","20180217153948"
"972","One_size_fits_all","24206475","","2957","20180106223815"
"973","Associative_group_analysis","24212673","","9359","20180213202919"
"974","List_of_vampire_traits_in_folklore_and_fiction","24326326","","213126","20180312235105"
"975","386_Generation","24343762","","2368","20180217154000"
"976","État_second","24587014","","1173","20180217154018"
"977","Empirical_study_of_literature","24616694","","6178","20180217154020"
"978","Dramatica_(software)","24633353","","4914","20180312125252"
"979","Outline_of_culture","24723521","","42634","20180318143038"
"980","Reversible_garment","24738478","","2465","20180222230328"
"981","Faces_of_Freedom","24786351","","13480","20180303192754"
"982","Heroes_of_the_Environment_(2008)","24809099","","2177","20180225070457"
"983","Heroes_of_the_Environment_(2009)","24809459","","2217","20180225070457"
"984","Musivisual_language","24822996","","2643","20171014020431"
"985","Interdisciplinary_arts","24989989","","5446","20180213204111"
"986","Subliterature","24991288","","1108","20180217154052"
"987","American_Institute_for_Foreign_Study","25075562","","3359","20180312125311"
"988","Coloured_hat","25147220","","1388","20171223045449"
"989","Social_learning_tools","25213924","","40582","20180325102314"
"990","Media_representation_of_the_illegal_drug_trade","25418673","","4161","20180213202935"
"991","Angelic_tongues","25429108","","5820","20180304010204"
"992","Vortextuality","25456170","","2864","20180217154125"
"993","Swindon_Arts_Centre","25484419","","2404","20180303200531"
"994","Repatriation_and_reburial_of_human_remains","25535894","","7995","20180227221922"
"995","Cakalele_(journal)","25583808","","1673","20180318011616"
"996","Dedication_(publishing)","25590689","","5065","20180316142145"
"997","Human_ethology","25692022","","19257","20180320172954"
"998","Self-expression_values","25806816","","9983","20180304175801"
"999","Seclusion_of_girls_at_puberty","25836956","","7164","20180217154201"
"1000","Iich'aa","25860496","","814","20180314133715"
"1001","Ethnic_option","25892854","","954","20180307160907"
"1002","Ethnoscience","25907070","","21194","20180307160907"
"1003","Ritology","26042792","","447","20180213204119"
"1004","Tartu–Moscow_Semiotic_School","26162571","","3899","20180217154229"
"1005","Cultural_jet_lag","26166967","","9074","20180217154230"
"1006","Literary_fragment","26184869","","1550","20180217154231"
"1007","Generation_text","26223298","","1175","20171220075605"
"1008","Foxfire_(magazine)","26266501","","13309","20180312125411"
"1009","Program_book","26438513","","471","20180110035802"
"1010","Dublin_Statement","26540753","","3607","20180226092022"
"1011","Fashion_museum","26568335","","1364","20180217154257"
"1012","Sophistication","26642577","","11893","20180318085018"
"1013","Cooling_out","26690599","","5602","20180217154305"
"1014","Study_of_global_communication","26692723","","43163","20180318132255"
"1015","Declaration_on_Crimes_of_Communism","26711499","","7766","20180217154307"
"1016","School_of_Letters","26711608","","4102","20180323201505"
